order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
e3ba4cedabe9ab4c5a950bd9f88e316a,79afd6a4fcaa1abd150dcadebcdbc178,delivered,2018-02-13 10:02:14,2018-02-13 12:02:14,2018-02-17 12:02:14,2018-02-20 12:02:14,2018-02-23 12:02:14
dad5e8f6dcfbbff1b1b48cdbc976f6ac,4d47b0cf593e355e7cb4284dffa3bf25,delivered,2018-08-01 00:38:01,2018-08-01 02:38:01,2018-08-04 02:38:01,2018-08-07 02:38:01,2018-08-14 02:38:01
afccdde7943a3fff675cfd69b617283e,ae2c84b0e94e6eada71aee9aed9aeaba,delivered,2017-01-18 16:55:58,2017-01-20 00:55:58,2017-01-23 00:55:58,2017-01-23 00:55:58,2017-01-30 00:55:58
b818fd59c782217cafcecb6cabfbae1c,10eeff197bcbac5447de5ee96f4a2419,delivered,2017-09-09 14:54:23,2017-09-10 18:54:23,2017-09-14 18:54:23,2017-09-19 18:54:23,2017-09-22 18:54:23
9827864b829de54f8b0c4a5d15106d01,025de2bf0e22f5ed05a518fefa92ee57,delivered,2017-06-19 10:02:21,2017-06-20 02:02:21,2017-06-24 02:02:21,2017-06-27 02:02:21,2017-07-02 02:02:21
daecceb66db0bd3fd9aec0d07e9b335f,737fd9bdfd6ecd6d3c4a72a9700dbc5c,delivered,2017-06-25 03:05:57,2017-06-25 13:05:57,2017-06-26 13:05:57,2017-07-09 13:05:57,2017-07-10 13:05:57
b64faee1f7dcdfde915fe85ce2e78a3d,de75b470aca77cbfaa4dee0aa1add222,delivered,2018-08-11 08:57:56,2018-08-11 21:57:56,2018-08-13 21:57:56,2018-08-23 21:57:56,2018-08-28 21:57:56
aab6cef0eaa529aabb7aaab7d31dec82,2ba0d7eff5f2ef0fd6f3becc04b3ac7e,delivered,2017-10-24 10:13:09,2017-10-25 18:13:09,2017-10-29 18:13:09,2017-10-27 18:13:09,2017-11-03 18:13:09
44c0f8c4fda0d3d8bc4aac4c3ccdbebe,08f50fcbacb7addc3b9cb9bbadd8d71f,delivered,2017-12-17 18:25:42,2017-12-18 07:25:42,2017-12-19 07:25:42,2017-12-31 07:25:42,2018-01-04 07:25:42
f6e378dad99c5a0d3fcfdfb8c00ba7b3,f8b9dc76c00d0ddbd32e1cecdb58ace3,delivered,2017-07-19 01:11:46,2017-07-19 19:11:46,2017-07-20 19:11:46,2017-08-02 19:11:46,2017-08-05 19:11:46
ae08dae9951cddbb8d7ec0ddbca6ce47,3adc899ee98c5a9a8f6aaae0e54e2f34,delivered,2017-10-14 13:17:05,2017-10-15 13:17:05,2017-10-17 13:17:05,2017-10-23 13:17:05,2017-10-25 13:17:05
a8c6a2b10bb5cd5c76961e34df2ca7ac,29a7ba4a813ec58fda723e40dd0900a5,delivered,2017-05-02 08:48:15,2017-05-02 23:48:15,2017-05-03 23:48:15,2017-05-09 23:48:15,2017-05-13 23:48:15
5ac613fb0014deaae7bd77fd7ddb534f,6b3fea810be43baa60cf72d79ce35fe1,delivered,2017-06-05 15:55:05,2017-06-06 09:55:05,2017-06-08 09:55:05,2017-06-17 09:55:05,2017-06-22 09:55:05
c3f33c76eb32104bbf9c91a59301ff2e,83ab9cee1c5ae94ed111ed3fc5c8af8a,delivered,2018-02-18 00:06:09,2018-02-19 02:06:09,2018-02-23 02:06:09,2018-02-27 02:06:09,2018-02-28 02:06:09
f1b1bcdbb2bf9fad59c9367bfc1cd31b,adbc767db8aabdce9eddeb84948dda5a,delivered,2018-01-02 22:02:40,2018-01-03 09:02:40,2018-01-07 09:02:40,2018-01-09 09:02:40,2018-01-11 09:02:40
b3daac71b4a34fa4cdfae0baec3cce5e,c330b85ceec6ead1e3bd7e8ab1428228,delivered,2017-08-11 10:53:19,2017-08-12 17:53:19,2017-08-15 17:53:19,2017-08-20 17:53:19,2017-08-27 17:53:19
ffcd31c1bfea0ffb1b5cec4bd0ee2edc,edc400b38bc6ee8f3ddc7d365417bec6,delivered,2017-05-05 02:10:39,2017-05-06 11:10:39,2017-05-10 11:10:39,2017-05-11 11:10:39,2017-05-18 11:10:39
bd7cb7c4993f0bfd4ba1c3afeea1e2aa,dbf3d6c5353edd58af49fb3d83090f82,delivered,2017-10-17 22:26:39,2017-10-18 12:26:39,2017-10-20 12:26:39,2017-10-27 12:26:39,2017-11-01 12:26:39
a8cc8e4a19be9a8c638df1879302fcde,1e8096deaa7e68afd560cceddb8e6d6a,delivered,2018-03-20 01:20:49,2018-03-21 05:20:49,2018-03-25 05:20:49,2018-03-31 05:20:49,2018-03-31 05:20:49
2298add7d224d4a072eefdc5b1beb661,7fc3cbad7239fc9e02cdb0a031ed9baf,delivered,2017-06-21 03:46:40,2017-06-21 21:46:40,2017-06-23 21:46:40,2017-07-04 21:46:40,2017-07-05 21:46:40
a381ce84abcedb48e9fdbeecd9aaa7eb,7aa6f1f8bcac8fce8b0beaef964cabe1,delivered,2017-10-15 02:11:47,2017-10-15 08:11:47,2017-10-16 08:11:47,2017-10-20 08:11:47,2017-10-27 08:11:47
07a39f5ad04dccf977c5f3b72d65d844,f5d3edcebfcebc74aff71df367e8fcaa,delivered,2018-07-16 13:11:25,2018-07-17 02:11:25,2018-07-18 02:11:25,2018-08-01 02:11:25,2018-08-03 02:11:25
847aaaefe3fec8c077bf0fd6deedb59c,d792e7aabc62c33cd479907cf1df15cb,delivered,2017-01-22 05:54:24,2017-01-23 15:54:24,2017-01-24 15:54:24,2017-01-29 15:54:24,2017-02-01 15:54:24
4a48df54eed657ca08bf69889eeaefe8,20b9c1dee1d8dc6f9e62acf343dcbb04,delivered,2017-11-08 14:16:39,2017-11-08 17:16:39,2017-11-12 17:16:39,2017-11-13 17:16:39,2017-11-19 17:16:39
01f6e871fad1b4fb4ee35cac6d90ca35,c8bb75bdb2aeba243cba0355babdd9fb,delivered,2017-05-24 14:40:21,2017-05-25 05:40:21,2017-05-26 05:40:21,2017-06-02 05:40:21,2017-06-04 05:40:21
aebcd54d2c60b8a878e521e5e88dce4b,fdb747aafdedf60b441cb86e6be57c2c,delivered,2017-08-31 03:17:16,2017-09-01 00:17:16,2017-09-02 00:17:16,2017-09-11 00:17:16,2017-09-11 00:17:16
f2a372b576e0a9df7c02e5f30f20e522,1d7cc1eaf6dfe8aba52fd368eb98cf7e,delivered,2018-08-28 12:11:38,2018-08-29 12:11:38,2018-08-31 12:11:38,2018-09-08 12:11:38,2018-09-10 12:11:38
bb714dbe659bbf4c4fea2b8a2efee72c,4db6dbddc713b02d6a35cfc98efdc7bc,delivered,2017-03-21 12:33:02,2017-03-22 09:33:02,2017-03-25 09:33:02,2017-03-27 09:33:02,2017-04-03 09:33:02
ebccdc13fbc8fccbbeb6d70a49eae880,85d15ecf56ff42cfc015fdd9cb8fc40a,delivered,2017-09-18 04:38:11,2017-09-19 09:38:11,2017-09-22 09:38:11,2017-10-01 09:38:11,2017-10-02 09:38:11
ef833b74f5a3fb3c1b9dd0645acfd34b,226ad2f3997be2a23481d3afa98dcacd,delivered,2017-10-13 03:59:23,2017-10-14 06:59:23,2017-10-15 06:59:23,2017-10-25 06:59:23,2017-10-25 06:59:23
bd6d6aaab679e54e4913db6bc0af5fda,3e0e4c4810dcc02e2a4e63ee110fb2d2,delivered,2018-04-19 03:50:33,2018-04-19 05:50:33,2018-04-21 05:50:33,2018-05-03 05:50:33,2018-05-04 05:50:33
04a8e7bca69ecfde15fe6cfbe2dd2e50,db454a67af074fbde7a5e0fe63aa3e62,delivered,2018-07-21 21:26:57,2018-07-22 04:26:57,2018-07-25 04:26:57,2018-08-04 04:26:57,2018-08-05 04:26:57
0bb1ddbedd8ac5aaf17ea72d6d8fb73a,f66a4ae7ccd105ebbd52d69fa2b2dbd4,delivered,2017-05-06 17:08:24,2017-05-07 12:08:24,2017-05-09 12:08:24,2017-05-16 12:08:24,2017-05-22 12:08:24
94af5400dda5facfd04e6bfa2d4921ee,afa8ae7bdffe6c4744ac05ffdfb19aea,delivered,2018-06-14 21:41:02,2018-06-16 07:41:02,2018-06-17 07:41:02,2018-06-28 07:41:02,2018-06-29 07:41:02
67d093cbd11f9fa55f96c74ddc6e0eea,f73ce1b7cacad482a517adc9e4e1e40d,delivered,2017-11-01 17:05:48,2017-11-02 02:05:48,2017-11-06 02:05:48,2017-11-07 02:05:48,2017-11-10 02:05:48
120deacb59c9f2cb1f8cd5d37aebee68,56cc459ccbfe2e96bcdf19b77d9c5a2a,delivered,2018-01-11 13:51:18,2018-01-12 14:51:18,2018-01-15 14:51:18,2018-01-28 14:51:18,2018-01-29 14:51:18
085b2d2ed56e3eab078aa61dfcb6cba5,aefec1b0fbd84bd657331ae511e9caaf,delivered,2018-06-21 12:19:04,2018-06-21 16:19:04,2018-06-23 16:19:04,2018-07-02 16:19:04,2018-07-03 16:19:04
307ea1e3d1c88657ea5cf1ed5fa7cd75,794d68ea42856afac1e44a17f427fac6,delivered,2018-02-22 23:56:32,2018-02-23 10:56:32,2018-02-25 10:56:32,2018-03-02 10:56:32,2018-03-09 10:56:32
00b91a378ddef592bb9baccce0f4ab9b,fa778a2bb44eba1f4eeaa8e40907fee9,delivered,2017-03-14 09:52:10,2017-03-14 16:52:10,2017-03-17 16:52:10,2017-03-24 16:52:10,2017-03-26 16:52:10
abf9523f95faa7eff70e7fdc0cc6adfc,85aed0f6ba4c6caff6de00c7aea5eec9,delivered,2017-07-10 08:04:42,2017-07-11 04:04:42,2017-07-12 04:04:42,2017-07-19 04:04:42,2017-07-21 04:04:42
41afc296ebcc83ce2fc7d065d2eb3fdf,ab0ec5345c444aca1b719f3dcaefd06f,delivered,2017-05-05 09:05:01,2017-05-06 11:05:01,2017-05-10 11:05:01,2017-05-17 11:05:01,2017-05-22 11:05:01
078ca549bbce644de86d7d7cada81a0a,baceb2ca2b9cd8e9ded51eebb338fba0,delivered,2017-06-17 16:11:59,2017-06-18 05:11:59,2017-06-20 05:11:59,2017-06-24 05:11:59,2017-06-30 05:11:59
0afb52527445ba9c0ba5e9358ab7e0f8,b6f44a9a3b6c5e4f3ac89b72fac6d389,delivered,2018-05-28 21:22:35,2018-05-30 07:22:35,2018-06-01 07:22:35,2018-06-11 07:22:35,2018-06-12 07:22:35
acfa18cc3c3ee32f8a41ddc1bf7a6f39,48758cb354c9b8c077f4c4baff88c66a,delivered,2017-10-25 05:14:00,2017-10-26 04:14:00,2017-10-29 04:14:00,2017-11-04 04:14:00,2017-11-05 04:14:00
e1b1e5a47fbc59d1abcada3fc5772f4e,02f726ba846bae9c2b5ed11be3a3cda1,delivered,2017-02-12 06:39:41,2017-02-13 13:39:41,2017-02-16 13:39:41,2017-02-21 13:39:41,2017-02-22 13:39:41
0db4bcf63cd58f4eecafdd61acd8daf0,c0c7faf1bc9f435b4bae0d56c71d7bdc,delivered,2017-01-21 18:47:24,2017-01-22 01:47:24,2017-01-25 01:47:24,2017-02-03 01:47:24,2017-02-06 01:47:24
bae8ef2a4f00ef7ad4aeba57ed9e7e82,8f70df20cffeca5db0ebec946b1ae9a7,delivered,2018-05-26 13:05:49,2018-05-27 13:05:49,2018-05-30 13:05:49,2018-05-30 13:05:49,2018-06-04 13:05:49
cfd3c4d6d3d9acec20a25efc5ed0ebbc,c4c4fbff0c6e0323bd3cbf3b46f2d4ff,delivered,2017-10-03 10:09:06,2017-10-04 20:09:06,2017-10-07 20:09:06,2017-10-13 20:09:06,2017-10-15 20:09:06
838ca3f78c8ecc91b42dba3eb9db5c93,b2718fde78a33c8f4d8f2bc738f8ffe4,delivered,2018-01-05 11:27:38,2018-01-06 08:27:38,2018-01-07 08:27:38,2018-01-20 08:27:38,2018-01-20 08:27:38
c1e02ae3b21f1decbd1a22b8370c1ee3,ddb61a86ba58ffbacb3e0bdf07a8a64f,delivered,2017-01-03 17:45:10,2017-01-04 22:45:10,2017-01-07 22:45:10,2017-01-16 22:45:10,2017-01-20 22:45:10
889119238aae1caaa8e8edf252f1c42f,eb3fac2429ff218d65e3cc08db5c1adb,delivered,2017-08-22 01:03:44,2017-08-22 23:03:44,2017-08-24 23:03:44,2017-09-07 23:03:44,2017-09-07 23:03:44
0bea1bbee5c92aca9bb045dfafbc3cf2,90cbb04b3a1eff82ad3691abc9dbfdad,delivered,2018-05-19 01:06:44,2018-05-19 06:06:44,2018-05-20 06:06:44,2018-05-22 06:06:44,2018-05-27 06:06:44
56e3e0a5fbbceb88e1ea4967a296f97f,d49b1447ac0df5e8006f88c6af87f3d0,delivered,2018-08-28 04:08:49,2018-08-29 13:08:49,2018-08-31 13:08:49,2018-09-13 13:08:49,2018-09-15 13:08:49
3ecc8c57e7dca71b0ceadb9bfabf116b,8ffdbb9d5d7e4feddbe77eaaa8aebe36,delivered,2017-08-02 09:47:41,2017-08-03 01:47:41,2017-08-06 01:47:41,2017-08-08 01:47:41,2017-08-14 01:47:41
3aaedc0c469a5f3c0ffbfb4f0a2fb568,aed44bc08cdb151cad5bb3a53bc086cc,delivered,2017-09-08 06:02:18,2017-09-08 07:02:18,2017-09-11 07:02:18,2017-09-16 07:02:18,2017-09-21 07:02:18
9e30ebec1104e6f2e2d20cdd3711acfb,3eff8ceeebe66dc7e8e3bdbf4ab49e94,delivered,2017-03-05 16:32:29,2017-03-06 10:32:29,2017-03-10 10:32:29,2017-03-08 10:32:29,2017-03-15 10:32:29
35fc8fb7c5b370c6afa48bb4fbeea65c,7abdba90ae20c736d0ce2ac1fe3deeed,delivered,2017-05-01 16:29:30,2017-05-02 22:29:30,2017-05-05 22:29:30,2017-05-07 22:29:30,2017-05-11 22:29:30
55bf98db2ea2d58e07b92d736aeed1cc,f3e953ea1faae21eceeadcaa17267f8d,delivered,2017-01-05 06:21:16,2017-01-06 12:21:16,2017-01-07 12:21:16,2017-01-19 12:21:16,2017-01-22 12:21:16
27ce70cce2a0a5b9a9ce8c3951abb16c,843de4feea15fbc0f12afbe4cff31c60,delivered,2017-01-21 21:34:04,2017-01-22 00:34:04,2017-01-23 00:34:04,2017-01-27 00:34:04,2017-02-02 00:34:04
b78acc4b7800e4e6d4cb7c5971ee84cb,cd39a2f50bccfa95ead72a8cbaf1414a,delivered,2017-04-10 09:00:15,2017-04-10 20:00:15,2017-04-14 20:00:15,2017-04-22 20:00:15,2017-04-23 20:00:15
df5bc484cc0aa7a83e0fbced873dcee0,29ccec2776fca4f1d259494f17e2eed4,delivered,2017-06-14 02:01:31,2017-06-15 01:01:31,2017-06-16 01:01:31,2017-06-29 01:01:31,2017-06-29 01:01:31
c2face09ac7c6a7fc2e10ed466dff9d8,d2e2e388266e40ac1c03cb836a62bdcb,delivered,2018-05-23 12:58:00,2018-05-24 04:58:00,2018-05-25 04:58:00,2018-06-04 04:58:00,2018-06-10 04:58:00
130ebacefdfbde7fcf0f957ced4bfcea,f1ecaab8f08411acfd04bcabdecb323f,delivered,2018-07-04 11:28:19,2018-07-04 14:28:19,2018-07-07 14:28:19,2018-07-16 14:28:19,2018-07-19 14:28:19
6028706e85d0efabb1beacbb4c9cf4f5,b256b16734439c790cbdbbb8de4dfbf0,delivered,2017-05-11 04:50:03,2017-05-12 09:50:03,2017-05-15 09:50:03,2017-05-24 09:50:03,2017-05-29 09:50:03
befbb179cb140f67961b7185e87221a6,70dcc23cb49feddd8ac1eef56bbfdb2d,delivered,2017-05-06 16:55:16,2017-05-07 16:55:16,2017-05-08 16:55:16,2017-05-16 16:55:16,2017-05-17 16:55:16
5fca60d7eab51bbdb37fbffcef892b8b,8d5c7bfbaebca1f3f637a7c231fcfa8d,delivered,2017-05-20 03:16:56,2017-05-20 21:16:56,2017-05-24 21:16:56,2017-05-24 21:16:56,2017-05-30 21:16:56
8ae35e9aff9ea19add0ec86aafcf3a4a,bdb256efb6efbadb6d3019ed8fd8faa0,delivered,2018-06-30 14:51:48,2018-06-30 20:51:48,2018-07-02 20:51:48,2018-07-15 20:51:48,2018-07-16 20:51:48
5fbf51ee5ef211044eaa019ad13cb70d,595ed085e0b32fbf7edacefeed7e07d4,delivered,2018-01-14 15:26:34,2018-01-15 14:26:34,2018-01-19 14:26:34,2018-01-21 14:26:34,2018-01-25 14:26:34
dd2181e712b5274f7c64ab67f80758d0,76f5a91feae43359c5820ef4fd9abb7e,shipped,2017-05-26 22:57:23,2017-05-27 08:57:23,2017-05-31 08:57:23,,2017-06-05 08:57:23
c74dce3be6ae92fca5d15700e47cdc8e,c14edf37cda0e6ee7ec2deca8aa314eb,delivered,2017-06-06 03:04:12,2017-06-07 07:04:12,2017-06-09 07:04:12,2017-06-19 07:04:12,2017-06-23 07:04:12
ef54adc315a9f3c168ade098fc1dacda,3c1f335d8dbbcdbeda4ea5fc4cefaccd,delivered,2017-04-03 01:37:42,2017-04-03 21:37:42,2017-04-05 21:37:42,2017-04-10 21:37:42,2017-04-15 21:37:42
8af7f9f376f96ec3aea057deaf48d08c,edbc5cbf1d49abbce8f5a2805ef3a9e6,delivered,2018-04-19 04:56:44,2018-04-20 02:56:44,2018-04-24 02:56:44,2018-04-25 02:56:44,2018-04-29 02:56:44
8b1facadcb4aafdc6cdb1e095ed5c17c,bbecfc3fec8f3e0e7e33b25bbd6adb9b,delivered,2017-10-23 16:26:53,2017-10-24 09:26:53,2017-10-26 09:26:53,2017-11-04 09:26:53,2017-11-10 09:26:53
e593cf4ed896cda0833a6bda7e9cdff7,de442df5f1aa6cadbf4004971ce8e34e,delivered,2018-05-19 13:34:48,2018-05-20 00:34:48,2018-05-24 00:34:48,2018-06-01 00:34:48,2018-06-06 00:34:48
ae8fa7cdad647cceb1bb0fcaadaaca3b,06b880ead4014cd0e6df1db32e26686d,delivered,2017-07-02 12:36:36,2017-07-03 03:36:36,2017-07-07 03:36:36,2017-07-18 03:36:36,2017-07-19 03:36:36
0897fc64e4d54dfef8f8e0b65d28b6ca,c7fd3344176b7f65cfe2fbefd2d5fcae,delivered,2018-07-23 23:18:54,2018-07-24 22:18:54,2018-07-28 22:18:54,2018-08-05 22:18:54,2018-08-10 22:18:54
83dd208aa1f995e85ec2c13d7f12aa2e,2a35b8bba63dabeb496e620f77eae19e,delivered,2017-10-29 08:58:18,2017-10-29 21:58:18,2017-11-02 21:58:18,2017-11-01 21:58:18,2017-11-07 21:58:18
