customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
695becddb4aece5ebcdef14a5aac9ced,c563f5530b6af9d450b6ce0fb1d661fd,27430,sao paulo,SP
8cc5cb2ecbba1db6cabae42468c1bf2c,a56b3a86ed0ab1ee58efdfb590fee6ea,85127,uberlandia,MG
4dedda80dcea9cfdccfb7dba901edb28,d613bfcacfb7aa5fcb494ded4eeeddf4,44451,campinas,SP
1dd3f3c0bbeca44eb5a8944cf43b0f59,5ce1adf8489d1c1ea7debfb0b8fe2d03,01981,brasilia,DF
bed26b3202dcae6dda56d6fa3ceb1350,5f9fe07faacd22d33b6dccfbc91aed0e,89719,sao paulo,SP
8cec31ce9fd0fee7aafc41e711e883fd,1c3b6ae2a9b6f2ecbadac9abd9907a4f,32253,belo horizonte,MG
ebe1a1b6ff659ccebb9afb7ca0aabc09,f6fa9b7eb41f5e9080ea8eaf6bdffeb1,11748,curitiba,PR
020fc4ee9db46aa033ffacc4cc10dffc,adc6aaddebafb961d9aae7f064754d7d,25143,santo andre,SP
26ffceabbcd6ae24d29f6410d73cd019,d245771d53fbefe9ac22dbec02dde369,66282,joinville,SC
a2e73c99a5b7b18a7e3a95b99acb7030,be16f31aeed1dfeb68ec6ae06bef94bb,32746,feira de santana,BA
fdb84607fa2f62cba30bd5bff218d71e,26a9fbfcddbd76bfefb57cc72fc11da9,11666,interior,PA
e8cbdceffea93baafbbfa03ce2c286b2,68603b9e664a0c10a6978cc23eae3a1d,24408,santos,SP
958bfdaedfcbfc2c4dc1c4ad2e30b5fd,9bd80c099c65223351683d70187978c2,04703,belo horizonte,MG
5d5bbe57c10de0cc2ae2c9cbb3b35efc,0bfde31e65efc4c63b11fcffd4bbdedf,31685,santo andre,SP
6e74f7e2ed003cfa81debdb92f8d8cbf,2840aaef4bdb4ff0afd0fe26b34aed3c,83148,brasilia,DF
2ecda6c0feded09eec7c82bab0f1eb68,7dbf4ffe471d090bec5afccb51d9292f,21070,sao paulo,SP
8dfb1b1d9211c8d9dbd9a9d2ee0bc20f,dcd2b7ad4302cbe7cb3ad6fbe35cc17f,95336,campinas,SP
b7effd7cfd939b04045d5ae7a44f7102,64ca0043df7c30ce0e8b2e65beeffdd1,90646,belo horizonte,MG
d24bf69deacc635d62bcaabbd38da8b3,fbafacebe4d954983c51a6b50b7998a6,26340,interior,MA
35e71cbebe2104476bf6fffaae06cb88,ceaba384aabbafab64af49c8c2e0bc79,53781,santo andre,SP
af6cc03ffcbec88e18a7fe63e3cd04e8,46ba807e8f29a8d4d6be3c64fa4f9cd5,05446,niteroi,RJ
edaca6daff6db35daae4c8e5d6d6eff4,afcf12a795ba1fa8ac802e7aa1c5e3cc,16002,interior,AL
cd32a3e0693fdb91dbee2f9d1845d400,0ce1f2cef0bb7dde895270e044e6d0d9,89275,joinville,SC
f2bfc3fdffeff7dd6ca7dc8e5cf5dd6a,ad186340edea76eabfe60c75bde5ffd8,23118,recife,PE
4d1ae1fe23cb4b9a349d6cf4cae78a9d,93eaa91d6bc3866ca7f4e0ca8898a86f,89450,belo horizonte,MG
80e8c495efbaffeea50bdefe5ae5dec0,aee8cdb49c56fe869da1db73ae86fb01,03189,santo andre,SP
bea38f44e9b414a5d8ddd36867cae21a,0cf2b0dfaea798dfbee81772affd3dd6,77428,porto alegre,RS
8dea94ffb071b79d8d19eefcda643bcc,b2b6ecd392e54ae19f3eda45ad22bf1f,88742,campinas,SP
eade8fa8eccb4211aea28cec01bcf78e,bbd48ba3ecaad3ebfd6f2ffacaf8f7c4,10352,florianopolis,SC
f1d3a8fecfc7efa8b6f4c82acbcfa33f,634aa0fcef3e9ce2f31fedfd805affe8,01525,sao paulo,SP
bde6e821aeb0cc6ab3ae9c21db4b0cbb,abcfb2afd3d3cb2243cc0fb7b9e06ebb,93743,santos,SP
9cfbf7b42c546cfd472d158d8159fb1a,ff48ecd93f90d122c1e776d408f82e3a,07696,guarulhos,SP
cb27c65216a3bebcd8d5ffe3c5ee8be9,a97a6ebfe5d16acd152c16eb0eee3afe,83279,santos,SP
f8deaffa5aecdbddfedb41cbe9882e5b,a2664ac46eec0ada7d770d472a1b32a3,37353,guarulhos,SP
48694b29c3797d4408ad34ae59cbf7ad,bec82203ba5e7fa96aa53b5adf5c4fbf,60338,vitoria,ES
4cd32864304d8bff4919127ef5d30e76,6d95a72efa27bacd56c12dd0fdb492ed,28770,guarulhos,SP
ff4f04c5dcdfd9fe19eb0df20cbfa8fd,f3a8b85434fdbafb64fc31503de5be5c,31721,salvador,BA
07d81fcf8d71bc4f3fbfbb2a8eddcb45,cba35f8d234c4aae0338d115ef2bfbd8,50430,interior,MS
20ce2a5edb0bbcc13adb6a5b5b00b2d9,044876efffdaf4f6177e1039739dfd6d,50572,guarulhos,SP
eeebf10e3e78fba1cf61f4879f9b7be5,9abbc8c9cfaf50f0cfe17cdc63cfe5c1,18253,campinas,SP
2f3af912cad33350c9aa3beaf9e021ed,3389e9f5c65e528ea818cfd1fae88189,23735,guarulhos,SP
21dc06b1da6ce05fccb16e07684afff2,8a2b3c8cc63ad2fdbea3fbaee7b77c9d,96960,londrina,PR
5fdfcf20a6dbdaa361c71faffa9eefa7,68de9bd6199df0f1bfc328cc4de7abc2,13061,belo horizonte,MG
aeea476fafa603ae70d8e79a1def5d11,86fdbe5c2d7a379af3f7f80bd1ed7fea,76851,londrina,PR
0dea6be5ffecdec0a4fbd444ef8866c2,af97c9f7ea8c396eedfed21c10e2adbd,58529,santos,SP
c0694a84a2fe9cfa0846d5cb95d9038b,cd7ff5f4ecbc2df3db92bbdbcd5ce429,03485,brasilia,DF
0fe18a29d75d6b5bbae6edec2ad26d2a,7c8a01f1f86db303cd0ffadc3ae400b3,71824,joinville,SC
2474ae5ae7c6aab843fd68ca6bead9ab,dd9c8d130bc6cef7037b71e8b2707abd,43949,santos,SP
1644cfebecef9b41a1629dd500bc0a2f,0bb70ac96671ba16faeece24c3fcf41f,13251,interior,PA
bb0f1d0165fb8fec273ccdeeb5aa6aa2,af7c5ecf1a4ea8a7bab6efec22e89d48,97337,rio de janeiro,RJ
636de3da5d40e95e193bb152ea968dba,9eef4105124df82ad54b76da2bfa6d56,30793,rio de janeiro,RJ
37afe90fd3a07a0da00e65bab2b7a7ce,5ac67bedca5be394f70cf941e826dbef,32059,porto alegre,RS
5ed89f60b7d9afb6fafa3fde66b006d1,69e0576cea315f4c14a7be9f2566ce7c,95605,campinas,SP
59466ea4bc2bfbf77afae0a13dbc8ddd,1c2eaabc15f2dccfd2cbffbcf3de3dfe,50416,interior,PA
d413db520b8e6a45c5d9e2303a5bf4a6,2c868bab3628c0ee9d73da03bc4dbb33,03461,contagem,MG
f7fb6a68ee8aecebb27f7d80c322eaaf,ba5d3da91d2c1adce7f8fc459643bb4c,84237,porto alegre,RS
4bd78c14aeeacca7dc319811b625d74e,e5f1df1cceb81f2ae50757a3caeed51e,11483,santos,SP
fa0fedd1ce500be96cf01bbbcfac1af9,939df84915c4adbcf0fb12307e56da21,01644,niteroi,RJ
e4fbdc968cd5d7b279ea1ecb6c2fb059,ae0c5c6f1c808948ebe0aeea7c5a40fd,96655,uberlandia,MG
beabcee6fb9fa5faf5d6f6fa6c0655ea,06ecc90007ec8c1dce95b5a53de5e4b9,74093,interior,PA
0f1f55ec7fd719b578c9ed37b78eafd3,0ee0dbbbbc74c0f8f11e4bcc9acb1ab9,80630,niteroi,RJ
4ce7bf56ff9f91c17a5b5cfe5eeedb72,8b3ad43939afa2dc031bb892f567c7d2,84850,salvador,BA
1eeeda9afafccb30de973f6b5a1bbbe6,8ae0eda96d6736a43e5d2562cb3d0db4,02765,santo andre,SP
c04ecabc62fc995dfa271ba7b6dbbf6e,9eb6ced0d038ee53ba64deca01c43958,25800,brasilia,DF
eae3656ab87a22da6f7e2a72ffbaba95,6bdb1a56898e5a7c69c34ded7d0fb1fe,79884,santos,SP
114bfc8f6389c50cabbb060df0ab88cd,c1bfa0abe2c8ccb9a6a2fc894866fb8f,76748,contagem,MG
88c24f858ce7bf23da53dafc5a56737c,80fabc6e7fbcf12f8a3a39f093baac86,60994,vitoria,ES
ffd57dc36fbe8da47afe3fa63af0f42a,2dd1dd7046e9a8aece4d243c2be8ccdf,29695,contagem,MG
dea3bf2b33d7d1b9e7b2c88a6bbdcfec,fccabfc9708aea4cfe83a09b06285ed0,41844,guarulhos,SP
e8ff61c0fad93aec28dff3c1c29f6c6c,ea7edd3ff80e9e14a3530df9dce6c2ac,12259,rio de janeiro,RJ
ca21a4dfab481f5ced4a21f33644d36f,5ac7e9dc0c8b4f7bb4fbcb1b5a02e43c,65540,vitoria,ES
ced727d3a7d473ca9ddfaa5fda80e5ee,295cd336dfbec3eb11b378ae4364c9f3,53570,nova iguacu,RJ
c8a7affeecfa22a2bdca981aac4da87c,daee34497e968c0f93fca1f2cb07c8aa,25535,santo andre,SP
919a2bdbbfcf239ad10ef5bdd9a0da1d,89ea05699602ab83b23ad7adedecc070,84243,florianopolis,SC
8f1ea90e5edc92456bc5b8aa9ab6edee,580925df640716fccd78e0779aa4fe50,81839,santos,SP
fdc74f866e0d379f0fca5e2dc24fc33b,a88a9d772dfa6b8caac9e36b7a3d8ef9,48066,sao paulo,SP
d3dfdae75ca28adeccc38d3ee76d4a5d,fbfb2d7e3af00edfc195f2beb0af68ca,59848,guarulhos,SP
8ed9b2cacbf8e35a57fafaa7f795603b,0dcf6fc6fe3b2dc55cc308bdbadfecbb,32553,brasilia,DF
da3b3d0e7646bbe7aedccbb54e8271cb,adf1c55afe5fa0dc24c1db15ccabb7d4,31722,sao paulo,SP
9a2cd609df9ecdaf585d7a6e5b7ebd2a,40dba3ae2c7fc42566aafe4e74833e7b,60256,interior,PA
ebb5eac6377a9989a8f7bfa0f4f687b7,c44bc257afaf1efda6d82e68e22a7b93,17387,campinas,SP
ccc97cecbf3adfaf7aa47574f5de3e9b,bc1f8cffd7b67112c23bccae41fbadf3,46109,guarulhos,SP
1e7bfc90c0c04954e7aeac7dd3b430dc,bbf7654695e473d9c89aa89848b23ef2,12433,campinas,SP
2ada64fb752a0b8c7ec9c6f1e8ae6e73,5c23fa1bde8933efab3d23a6dd57b7d0,20287,campinas,SP
e18db30d2f2afcb2de6ad2e8dfaac442,e4128d244e7febcda29ece0d814430b3,18289,guarulhos,SP
0ac4df8f959aeb7f47daa2ca5b90b2fc,2f279ceff4cdb3eb4abbcb1bbff33edc,52083,belo horizonte,MG
ca3edc6fe6dfda2e05c6edf193cabe5b,e84c1f6d2ae39ea0262dae62a91fe75f,68390,niteroi,RJ
c5d93fda6b1afd5caf912acade7e570f,ac495fcadcdde02ce22f5cfdbf0e9ac0,98456,santo andre,SP
bdbe0c0e2ebac5c7f591af5b4ac787bc,c7dac5c2fe6a485f7bdaf72cdfcab8f4,50947,vitoria,ES
feec37728cadbdf74c53f04f4d9b36fc,a9cf44b8cd85b8b98e5b1f7cfbc2effb,54114,goiania,GO
bdffecfac1da9e3cc17d3f1fceafafef,49be7cde3be60df72fdbaa5da33ea21e,05303,santos,SP
ffb8ac463951547e1925d1cf20f076bc,813eabf2f3839cabb9dedb2ee2fc3243,23578,santos,SP
eeec892c785b487eebefc2be7bcb8c47,94e99102cd6faafb0e6cdbeab164f1cd,25689,contagem,MG
bcbe04a447facd08d26dee7385e83dd5,eefd6eee90c8c4b50f0a2f123b1b3aff,28945,nova iguacu,RJ
8b6c22cdeca2fa25c4ab5d93d0ea446c,e7ee74e836144e9d15bc3f1f9bd3e832,05876,campinas,SP
0018cca0c0cac8f8e5a5fead9d46af85,3a9609dcf2d48da9ea7e2b5fceab7acb,89460,uberlandia,MG
e432e6cbd14c38b39f8e6ac38b49ad2e,6edadeb10c1c6d434c7eccaf62cd39bd,11065,goiania,GO
cdf6c52ee20daaacf79c90ae77183dee,2ef4d6bb7fadcf85bfd073ef5f76fee7,41004,sao paulo,SP
2fda08d80ef7bcb87efca5ee1e7b2bb2,183bbd00bdd3ddadb22f4a12e0b5117b,92558,santo andre,SP
bfafaadc9b1f5dc42a4ca58c69e45750,df631ad1a9ed9fe7aefdfcf77b86aca5,80268,goiania,GO
07aaecfad93a9036fd80be3d42837086,fc5af9e3f1f17a65eb9063df9226fbd8,90361,interior,RN
199475d6efbcc7427df5d5caa0b2ad1a,ddf59bb63c15d7ca367fdbcefd2aa4b6,58356,feira de santana,BA
9c0530ea1ae3dcda266f932f2dc86fcd,e87c06ccd1f2113be5af79aabbe83cb9,78167,porto alegre,RS
ad51f0efa0aee378d8b60f91405a71db,c830dd588ca54d8e99fea4282e4aa6f4,74164,feira de santana,BA
71dcd5b6437affa8aeadbee120010609,af28efa86e6023aefe2eebde32fadf60,14320,contagem,MG
aa31e0ac9fc01a66ab05d590edc9ea5c,18daa3e8c3a738a76baab79dd77aac30,96730,contagem,MG
ef37daccfbc8cdfbbc5ceafba7c8ebc4,78a2e9cd40bb231e58cb2b0024b15e97,85898,niteroi,RJ
0d786deddefa75abaa9cdeff8fa1525c,d287da7cf9d2fde0b136cbbf52b39c0d,68929,niteroi,RJ
23c4a0bbda047fc59fe23aec98f0bfd2,a6c915e78edd23ce9f851b49c532f01b,64316,sao paulo,SP
b5b6b75a4ea43cdc1ec3aaf13d9dec8a,0784f89c4daeb8dd5ba1d9cfbb066ef7,43927,santos,SP
decaaacccfdb37ffbd1dedd5e754f47e,6de4dbbf4ffc4ab2f65dd7db88fea751,48309,rio de janeiro,RJ
fbf04eeafc6c419fda8237b1c6c5bef4,dc07d695dc5cc3c64bc4de2af5a2c4a3,34485,campinas,SP
e60e9cc95c893dca0a4e9d70b89431cf,38476fd8dffce1f0c70999975e534cbb,37383,campinas,SP
cf8a1e2f11e96c6e56b521ebee3ced5b,4f12b32aaf3e50cab0b12132ccc65325,43955,santos,SP
a180abe8b8bfe7dfaab8bab4d86d9886,409e3dbae65049aaada91ede61a8e9d7,38566,londrina,PR
0fc176b02ac1bd897d778bcda9becabf,3c7fad3a4d6400294bd9cf4f30fb4e3e,79481,sao paulo,SP
1addfcf5cdb7ebeccfbb5b95e6ff1db5,ccc4fa32b7a9713ae16d9b3a0e25dafc,94935,interior,PA
955b7ddc21a39debf31a06ceefe1362f,100ebdca56c1d3ac3bba46873a9e6eb9,77257,rio de janeiro,RJ
bce4af01d3f2f6775a9eeea6fde8871c,b8bafbc9bafefad4d352d703ba643007,33507,uberlandia,MG
b80acb47eabbdfdd9ebafcba078dbade,ed56c96e05d55b0e989fb6bc9bebe6d1,49435,goiania,GO
bcbce8f3e0975a2ea36539a7a6ffe132,ee1aa53a7bcbbadb723bb50ebb1133bb,65605,brasilia,DF
fa778a2bb44eba1f4eeaa8e40907fee9,cfc1cdc22aff7d0c66c6c16f3583791b,76861,belo horizonte,MG
aa806423bd22fa72cc116aae1fedcde2,8e6d27a32e0d0b823ed574ef2baa2acf,63658,campinas,SP
f0b6bb4c14e4b78ce65c29eaf84524e2,e20faaf24fcefc0243fbd79ee94d47dc,04479,florianopolis,SC
ae9593bcab42663aaa19644dcf5a92be,8fce35852cb681f2d55fecceedf0f7fc,21037,londrina,PR
0426a5bcdefc78dd7c7aba9cf2d5d49f,1ef92a425e9fedd2ed25dae5a63aaeaf,91974,vitoria,ES
d2b5c0feac3afce4c503c4619d0ff8aa,c9fc38303c913199f3ffdbddfc79cde4,14078,caxias do sul,RS
9db654aa088bed2fd5fe2aeca2bb52db,dd5c7b57239c4b4dbd1fca736c0abbfc,62564,sao paulo,SP
13ae1fab9de1df03782eea51bdcaae13,abb6aba01ed8e1f63829bbf8163cac0a,72845,santo andre,SP
49ccdb0ddee415128c2cb0d5c3eaeb8a,b1531fd63cea8359f8fb46b1dc6f87aa,72617,interior,MA
4bf8b44daea6bcbfbe0425fbc6f2dfe7,6ef644fc4bcd2abb1faad21f52ea2ef0,14603,interior,PB
