order_id,payment_sequential,payment_type,payment_installments,payment_value
ffcd31c1bfea0ffb1b5cec4bd0ee2edc,1,boleto,1,504.58
bd7cb7c4993f0bfd4ba1c3afeea1e2aa,1,credit_card,3,1129.62
a8cc8e4a19be9a8c638df1879302fcde,1,credit_card,1,1626.73
2298add7d224d4a072eefdc5b1beb661,1,credit_card,3,191.31
a381ce84abcedb48e9fdbeecd9aaa7eb,1,credit_card,6,987.06
07a39f5ad04dccf977c5f3b72d65d844,1,voucher,1,483.0
847aaaefe3fec8c077bf0fd6deedb59c,1,credit_card,8,96.62
4a48df54eed657ca08bf69889eeaefe8,1,credit_card,1,418.05
01f6e871fad1b4fb4ee35cac6d90ca35,1,credit_card,1,1039.49
aebcd54d2c60b8a878e521e5e88dce4b,1,boleto,1,2985.27
f2a372b576e0a9df7c02e5f30f20e522,1,credit_card,1,443.93
bb714dbe659bbf4c4fea2b8a2efee72c,1,boleto,1,237.25
ebccdc13fbc8fccbbeb6d70a49eae880,1,credit_card,3,85.37
ef833b74f5a3fb3c1b9dd0645acfd34b,1,credit_card,3,1335.53
bd6d6aaab679e54e4913db6bc0af5fda,1,credit_card,2,111.87
04a8e7bca69ecfde15fe6cfbe2dd2e50,1,credit_card,3,202.69
04a8e7bca69ecfde15fe6cfbe2dd2e50,2,credit_card,1,202.69
0bb1ddbedd8ac5aaf17ea72d6d8fb73a,1,credit_card,3,191.36
94af5400dda5facfd04e6bfa2d4921ee,1,credit_card,8,77.6
67d093cbd11f9fa55f96c74ddc6e0eea,1,boleto,1,50.81
120deacb59c9f2cb1f8cd5d37aebee68,1,credit_card,1,431.81
085b2d2ed56e3eab078aa61dfcb6cba5,1,credit_card,1,1226.29
307ea1e3d1c88657ea5cf1ed5fa7cd75,1,credit_card,4,619.46
00b91a378ddef592bb9baccce0f4ab9b,1,credit_card,6,447.31
00b91a378ddef592bb9baccce0f4ab9b,2,boleto,1,447.3
abf9523f95faa7eff70e7fdc0cc6adfc,1,boleto,1,839.78
41afc296ebcc83ce2fc7d065d2eb3fdf,1,credit_card,3,240.61
078ca549bbce644de86d7d7cada81a0a,1,credit_card,1,1022.23
0afb52527445ba9c0ba5e9358ab7e0f8,1,boleto,1,1003.66
acfa18cc3c3ee32f8a41ddc1bf7a6f39,1,boleto,1,61.98
e1b1e5a47fbc59d1abcada3fc5772f4e,1,credit_card,3,83.9
0db4bcf63cd58f4eecafdd61acd8daf0,1,boleto,1,156.64
bae8ef2a4f00ef7ad4aeba57ed9e7e82,1,credit_card,4,340.22
cfd3c4d6d3d9acec20a25efc5ed0ebbc,1,credit_card,6,161.02
838ca3f78c8ecc91b42dba3eb9db5c93,1,credit_card,1,617.96
c1e02ae3b21f1decbd1a22b8370c1ee3,1,credit_card,1,1032.98
c1e02ae3b21f1decbd1a22b8370c1ee3,2,boleto,1,1032.99
889119238aae1caaa8e8edf252f1c42f,1,credit_card,8,234.43
889119238aae1caaa8e8edf252f1c42f,2,credit_card,1,234.43
0bea1bbee5c92aca9bb045dfafbc3cf2,1,credit_card,4,88.99
56e3e0a5fbbceb88e1ea4967a296f97f,1,boleto,1,277.55
3ecc8c57e7dca71b0ceadb9bfabf116b,1,credit_card,1,62.39
3aaedc0c469a5f3c0ffbfb4f0a2fb568,1,credit_card,1,106.85
9e30ebec1104e6f2e2d20cdd3711acfb,1,voucher,1,111.32
35fc8fb7c5b370c6afa48bb4fbeea65c,1,credit_card,1,591.51
35fc8fb7c5b370c6afa48bb4fbeea65c,2,credit_card,4,591.51
55bf98db2ea2d58e07b92d736aeed1cc,1,credit_card,1,994.21
27ce70cce2a0a5b9a9ce8c3951abb16c,1,credit_card,1,524.91
b78acc4b7800e4e6d4cb7c5971ee84cb,1,credit_card,8,63.14
b78acc4b7800e4e6d4cb7c5971ee84cb,2,credit_card,1,63.14
df5bc484cc0aa7a83e0fbced873dcee0,1,credit_card,1,206.5
c2face09ac7c6a7fc2e10ed466dff9d8,1,credit_card,6,247.18
130ebacefdfbde7fcf0f957ced4bfcea,1,credit_card,3,300.1
6028706e85d0efabb1beacbb4c9cf4f5,1,credit_card,3,630.37
befbb179cb140f67961b7185e87221a6,1,credit_card,8,173.61
5fca60d7eab51bbdb37fbffcef892b8b,1,credit_card,3,140.11
8ae35e9aff9ea19add0ec86aafcf3a4a,1,credit_card,4,133.45
5fbf51ee5ef211044eaa019ad13cb70d,1,credit_card,1,503.67
dd2181e712b5274f7c64ab67f80758d0,1,credit_card,1,277.95
c74dce3be6ae92fca5d15700e47cdc8e,1,voucher,1,823.21
ef54adc315a9f3c168ade098fc1dacda,1,credit_card,1,431.28
8af7f9f376f96ec3aea057deaf48d08c,1,credit_card,1,37.61
8b1facadcb4aafdc6cdb1e095ed5c17c,1,credit_card,1,70.53
e593cf4ed896cda0833a6bda7e9cdff7,1,credit_card,1,2024.77
ae8fa7cdad647cceb1bb0fcaadaaca3b,1,credit_card,1,163.7
0897fc64e4d54dfef8f8e0b65d28b6ca,1,credit_card,1,212.36
83dd208aa1f995e85ec2c13d7f12aa2e,1,credit_card,2,223.49
2abbad861fafeeecddefce37ae99fad4,1,credit_card,4,143.36
693d9f2a21b892ea181de3f335ae5cfa,1,boleto,1,462.36
7bacf2cf8827fb1beff9c3ec4341fedf,1,credit_card,3,228.13
8634292528b8ff579ba5bcd88d6af9ee,1,voucher,1,358.58
3c9cff1adbfdbf9aa48b619afcdcb4b9,1,boleto,1,298.71
c2a0a51ebae1d2ec76a94daefb46d464,1,credit_card,3,637.03
72ebd38bb3f4d16fd7ccbdd8bc4b17b0,1,credit_card,6,667.05
fddc94c4f9b308f8e6cf63108d99a35d,1,credit_card,3,376.19
b8aec467f3e3e565e53d8dbf9a1d703a,1,credit_card,1,495.42
abef0ef8baa733772b4ed78b0cd287c7,1,credit_card,1,439.98
c25cfadecafbaf2b34cdd1a6ea27feca,1,boleto,1,701.93
3566c0b55cd2cd1989c0a86a7fceabea,1,credit_card,1,16.58
3566c0b55cd2cd1989c0a86a7fceabea,2,credit_card,1,16.58
3566c0b55cd2cd1989c0a86a7fceabea,3,boleto,1,16.58
9e95f28f5cde9b6b51b9cebc5d6fd4ca,1,credit_card,3,686.59
3b1b123cf43d44bbbc5a9dec376be0d7,1,boleto,1,796.4
4469fa6c5fdf6a8febfedb7f222a1b8e,1,credit_card,1,611.53
fb2ec088b84bcbbc2cb55d71eff18aca,1,credit_card,1,228.33
ffda617b7fec683fc96e2e1e1db61ef2,1,credit_card,3,292.68
7c77d777183570fcd0078e3218e2dafc,1,credit_card,3,1638.55
0aadbdc0c81dd7e8cec41add9dba3ccc,1,credit_card,6,317.09
eab839b67ae10eea7c6ca3ae94cbba29,1,credit_card,1,830.32
f550fcc7eac2a53ec61fddf387fec71b,1,credit_card,4,94.89
f550fcc7eac2a53ec61fddf387fec71b,2,credit_card,2,94.88
f4fadff0f86ed2fa9eefdf72b9af2aac,1,credit_card,1,488.74
bdedd9d47153babe68cc6a395baefeee,1,credit_card,1,229.35
157b2ec4213f1177017e1e8fbac3fdc0,1,credit_card,1,110.9
00d576d2663735eff5724caf19f3dbcc,1,credit_card,2,104.03
00d576d2663735eff5724caf19f3dbcc,2,credit_card,2,104.03
afb70e4da38dcef8371fa2193ec79a7d,1,boleto,1,833.19
0dede527f71e45ca3a8d34ef873aa1c5,1,credit_card,2,194.41
3fbe92b01d97d24ba6b87dd7746bd8b5,1,boleto,1,442.1
eddc2a1fafd539bd5c0e1b0e5d27af72,1,credit_card,3,119.98
364ccc4ad93cececba2f5ecc162f8604,1,credit_card,1,1292.03
cbcbc916b96161cbe7d8c8f941f9f136,1,credit_card,1,1301.36
fc3f6f028a1b082591ae785c6ad938cd,1,credit_card,1,184.43
ac0dc4a68ac09aff3213d72acc09eae9,1,credit_card,3,256.83
3b9cc4283ffbadd9adea1d0abb0fb73d,1,credit_card,1,837.65
3258cfe7cbcd387eadbfb8c4d3e41cfe,1,credit_card,1,1066.49
080d178f48ca2ec7bed71be6a27d9fe1,1,credit_card,1,118.8
fc0e5eeaa404f3c75f19867f6c27caab,1,credit_card,2,593.16
ac01ea7b9adfe449edb5d9c1c1bccf3e,1,credit_card,1,940.77
d93e6fa45a26b6f6eaa45ac86a6efd5e,1,credit_card,1,1418.42
ed58eb3cfa602fe0d5fff6b7c0e6321b,1,credit_card,1,254.38
f58fdbadcea2ad264aebca91bcdb32e9,1,voucher,1,100.92
60cba6b336f6fadb8d3bd4d03b4d9aa7,1,credit_card,4,237.79
bf3dfae1bbaaab457bc6dcefbd2d07ac,1,credit_card,3,281.89
cfc39bb24c1149df64a0766be542a0ed,1,boleto,1,347.86
417bdde2deabaefccf30d7cd0f3ce5de,1,credit_card,4,1553.35
cde4a0ccf8508f09e7938e8fb5f08110,1,credit_card,1,271.76
b2edee694ef23ad6caf0eea1d8029c62,1,credit_card,1,250.76
a8665dece5afeba5da0a6ce6fa48a19d,1,voucher,1,309.56
ef4a17222bc4bf3e5ee0a0fcbda785de,1,credit_card,1,492.47
412ce3ac1b81d8db22b528cba6b24eac,1,credit_card,3,384.62
8dc4bea452e56fa1fe1a7d4bf8bfae6b,1,credit_card,1,152.5
8dc4bea452e56fa1fe1a7d4bf8bfae6b,2,credit_card,4,152.49
caae0dc7edfae71daceceeda984e3b10,1,boleto,1,126.75
2b5cbec30aef255fc9dd7d2d85b3ced2,1,credit_card,1,638.24
88e3efcb091dc4cdfd379b8b32a1bcbf,1,credit_card,1,102.75
bed39aa8fae010acb0bbf2ae89caf0e9,1,credit_card,1,973.23
e0bbdca9bbbaec0e1510d22afdbcd237,1,credit_card,1,255.99
e0bbdca9bbbaec0e1510d22afdbcd237,2,credit_card,1,255.98
3badd57ef8b47a78584acd8a0a1d14a4,1,voucher,1,245.43
7e3cecc003fddfb8d15aac237cef3e2f,1,credit_card,4,282.08
7e3cecc003fddfb8d15aac237cef3e2f,2,credit_card,1,282.08
bb3b6ddcadc2defdde24f1f7dab83f32,1,boleto,1,338.39
57ceff8f8f68abc6db50c1be6c95bb5e,1,boleto,1,525.92
2cfdceead4e06cdc0cace90e6ef8ee40,1,credit_card,1,227.61
85eddbdc0a9bd31793ebd04a798ebccb,1,credit_card,4,574.22
550da3170bfccb693ade42d2d9a6fced,1,boleto,1,1302.75
94c7bdb8affbde8bf8d8a7b9cddded8c,1,credit_card,3,157.77
bb27baffe2a8468aac8c778e2b2a6ffe,1,credit_card,8,2883.55
822e40e8f84b2ae721790dedf876c4d6,1,credit_card,1,155.17
c4306efcf8defadbffa9f4513ab789b9,1,credit_card,3,1700.44
74e0d69acbbca2c8ab26e601a938f1ea,1,credit_card,2,927.0
dcbef0873c17f16d60ab2e188ecefce5,1,credit_card,6,304.16
533714893fb4fde515835b1ba3f14edd,1,credit_card,2,127.22
533714893fb4fde515835b1ba3f14edd,2,credit_card,8,127.23
78655baee49cde03d5abed363d3cfce8,1,credit_card,2,92.09
78655baee49cde03d5abed363d3cfce8,2,credit_card,2,92.09
35f150c0b595fee7979dd16f1d5b4f77,1,credit_card,1,97.45
35f150c0b595fee7979dd16f1d5b4f77,2,credit_card,1,97.45
fc4a6145da7ad03dde0d4def0fdcaecf,1,credit_card,1,448.23
004fb26ecdbf537462dd6af3289fbff8,1,voucher,1,667.93
551bb811bdd2df2792fc756dddd202bd,1,voucher,1,428.4
4cae14aa27e3f8daf5bafefecc845ee9,1,credit_card,2,314.87
cc8cd84eaa70e030c7ea77040ad345e2,1,credit_card,1,83.34
ce7f879d68a78bfed3bcbeb7e54e9d59,1,boleto,1,652.05
34faf091a9d23d2050db8f8893b4e0ec,1,boleto,1,320.5
dbb4eabbdcaaadf448da8af04a9d4cfd,1,credit_card,4,420.45
d6d8e567f9aca685aff2468cab29a768,1,credit_card,3,226.67
bdef5db8e9ab58a95e8cc2e683d8afbe,1,credit_card,2,920.09
c1b92aeb7fdffbad7e60ad81e5fa5dcc,1,credit_card,1,334.07
ecb8d9cac60cbdd1dd0c7c17b8bd9ea8,1,credit_card,1,1227.15
1591fc1afacb23cefb3ddfec52b6dc0e,1,credit_card,1,163.99
1591fc1afacb23cefb3ddfec52b6dc0e,2,boleto,1,163.99
1591fc1afacb23cefb3ddfec52b6dc0e,3,credit_card,8,163.99
6f0de2eea4adbfa4725d9ecd2b9debbe,1,credit_card,2,572.73
6f0de2eea4adbfa4725d9ecd2b9debbe,2,credit_card,2,572.72
df06b8d046986300c1bb24a4e794e0cc,1,credit_card,1,1063.89
f3af9ec4fdc817f9407bd4dee9f22e49,1,credit_card,1,2993.86
6aadfc2b7387aa0a20fb36555ceddcc6,1,boleto,1,140.81
63d94dddceca8cc1a0d324ebfdcffbbd,1,credit_card,1,527.33
7d8b79ac9d2c47603cb6c61aced3e04d,1,credit_card,1,360.99
bcf89cce03fcdea7d28af56f1abd835b,1,credit_card,3,184.93
8c2dfbe88bebb17bcf7c8d81db14e284,1,credit_card,1,47.77
8c2dfbe88bebb17bcf7c8d81db14e284,2,credit_card,1,47.78
a0897f6363ceabc24be7b6fcf150eccc,1,debit_card,1,466.87
1f75adb73aecb0cce9d5efeb6a3a70b5,1,credit_card,3,326.88
dbb73d4db69e44bb0f7127783c1fed32,1,credit_card,2,301.14
5e6bdbceb09fd7af2427dad6b786a5cb,1,credit_card,4,280.12
1763eed6f4fbc0e12bda2f9b71693c38,1,credit_card,1,114.31
aff8daa33ce31e7dbe94d458b81ee6be,1,credit_card,2,1807.86
4eac694eb47bb2bb0f7925df95dcccda,1,voucher,1,1864.66
86e1d7587eebccfb71bed5fda06fd0bb,1,credit_card,6,413.36
cafd70cdfeeec763e0ba03d6830a39fb,1,credit_card,1,1785.98
dfc8ddefe30ddf6b8c3fde9fbbd0db1a,1,credit_card,3,319.3
caa7fcc53a1ae761e2912f10332c9d9c,1,credit_card,8,266.63
7a5eb77af4edcd09eabf6aeb7c91d15d,1,credit_card,2,745.04
392501063cd55f85d3f9c388d01f8c07,1,credit_card,4,313.14
f17f81b090f3ab28836c0bd90c20dd9f,1,credit_card,6,401.19
3e73d83b49f3ab56efbeabfb48dbfc4c,1,credit_card,1,336.25
95ea0cdd8dda04033f63d4edbdca4043,1,credit_card,6,162.11
471b96fe7cbdaa7a3e1edeeddf6190d5,1,boleto,1,87.14
cf23387b034ba4e8bfaffccac7afb4b0,1,boleto,1,185.52
70bbf487433defeec0d5eb7ecf36a067,1,credit_card,1,217.55
ee98dbd5f5dbc7dec21cb66c001b54e4,1,credit_card,1,127.34
ddaacfa0a1c25d832b83acee96f6fce4,1,credit_card,2,101.44
4fa3adf4cf91f31eb39c6a34bb69fb80,1,boleto,1,113.66
fbdce1afe59b0c9ee676f40eaa5f50fc,1,credit_card,6,568.53
f1033fce8d1f0cbdcea1b617e77da0c5,1,credit_card,1,161.82
47b585be3f7ec593af8fbba31e57d73b,1,boleto,1,62.77
cee35dbdacad6c4a035f54df9806dadd,1,credit_card,4,606.86
eafbf55ea92beb20d0198a7acda3edf1,1,credit_card,4,104.74
ddbdabe6d4302fb91c5cb048afcb6ba8,1,credit_card,6,861.92
88c3bb72865faa3ea6f7e9da1f526839,1,credit_card,1,1184.04
9fc8fa25a19d1ba1341cdefd47710c82,1,credit_card,6,78.45
ccaeadddefa9eb5fa0bba2563f07385a,1,boleto,1,63.98
bebd5b3a0ac20cd3f236ee6fb27caab3,1,credit_card,8,346.35
cfffdefb05398b8176fa9be7a822ecc0,1,credit_card,1,467.49
4e037dda76eaf8f8da2fdeac84dda3b3,1,boleto,1,221.99
ded3fa0f515990cec6fde30bcde3a9da,1,boleto,1,197.84
38ab0fb33ecee6dfaed5c1e5b66dbf5f,1,boleto,1,468.36
a52ef8fdfd821fc3d1448cda6db1b63b,1,boleto,1,2095.72
54deadda3bb6e8efcf7006cefba6bdb3,1,credit_card,4,242.42
e8fabc3ffae7ae8ddfae307f22ee1b61,1,credit_card,8,344.55
829b171ffb9fc6e2ddeddda11deb5cfb,1,credit_card,4,261.28
d5a4cef974c77a7111b142cebcb3d774,1,credit_card,2,252.27
28fdbaeb30cff3afd935f8d9eb76ecad,1,boleto,1,84.87
0c4bebb55fe42aca16ef7e0cbbd7e1d8,1,credit_card,1,152.05
7175dfc0c0a04d5e70ef5cff27c5fbcb,1,credit_card,3,925.44
d3fb886ee4eea5289abafdbf7facb7ce,1,boleto,1,559.12
ddbcfb9259cba7e670252b8da4fcad5b,1,credit_card,1,535.82
102cd028eb3bf9ff6122cecc3e9afaca,1,credit_card,3,1151.05
cfe1b6fd05bf198a06af19dff004d23f,1,credit_card,4,497.21
d1b1cd5fdcd64a88a492fc6f3dd8eeb7,1,credit_card,4,154.12
767fc76d8a4fe3f04646b00fde6ac988,1,credit_card,8,851.58
dccb2f2debbab9aaaaa30fafd6ac9c0e,1,credit_card,1,399.01
122d225fa1d8bd6b8a2a1b6bdbbf3fc6,1,credit_card,1,200.92
adc1b52db9f077226cc4fb1e83e03c04,1,boleto,1,117.84
adc1b52db9f077226cc4fb1e83e03c04,2,credit_card,8,117.85
5bcaee7d2e3fde29bac1a709b8cacab9,1,credit_card,6,97.38
3141aa4302b33cebb883c1d7fda4b03a,1,credit_card,1,300.55
efefa7d5b3adab4dc9c2dd616a0fe5d2,1,credit_card,3,730.97
6c57b7b14d9ec7daeca97f7a20b41f6d,1,credit_card,1,86.48
3d8a9e0fd0d72b33ed0eddabe81b2a05,1,credit_card,1,170.6
f0b9d5bc78eebef2ddc4c7133793ea83,1,credit_card,1,254.85
2e52cf7d6016f35dcd9ac9b6e5cbcbea,1,credit_card,8,1376.19
81eabda09f7aced0ed489f8682fc6da1,1,credit_card,1,789.93
42008acf562be1dffff4b21c1de07b87,1,credit_card,8,127.7
fd871c862ccecab0b941af5fdc4b25b9,1,boleto,1,850.23
e92bb9a7ebf9ebb7aac9ecdad1c9a6ec,1,boleto,1,199.62
e75bfe21dfbc7fa5c6fbc143a5b889ec,1,credit_card,1,361.31
e75bfe21dfbc7fa5c6fbc143a5b889ec,2,voucher,1,361.32
ddb2dccc5ecff9c8dd367bf7aed1de8e,1,boleto,1,220.29
ddb2dccc5ecff9c8dd367bf7aed1de8e,2,credit_card,1,220.29
cf5cd96f817e3c0a15ee6fe67ea34a3b,1,credit_card,1,317.62
4d9e7c72b7c44897c85cbc9bf4fd4f1a,1,credit_card,1,252.9
becef86fb932a013ff32ed3fad53bfd5,1,credit_card,3,1371.08
30aeaf0dacdb4dbeb688ee836a096dea,1,credit_card,1,200.35
30aeaf0dacdb4dbeb688ee836a096dea,2,credit_card,2,200.36
30aeaf0dacdb4dbeb688ee836a096dea,3,credit_card,1,200.35
da5c3cc0d4d7a0ccd4debf7ed1eef3b1,1,voucher,1,392.51
da5c3cc0d4d7a0ccd4debf7ed1eef3b1,2,credit_card,8,392.52
4c06ccf405e749f2bb09836c0918e7ae,1,boleto,1,202.13
dd05b383697c8c2bd8e5cea8d55aa5af,1,credit_card,6,190.38
81940e7be1bc075d9b6a10b55aa31399,1,voucher,1,1447.63
adde986f0b853abd1a65bc86db3fb1be,1,credit_card,1,582.66
39ddaaf6cbea63f3c49c61a43f4d20e7,1,credit_card,1,42.37
c21badd76f2afd7811f1f2386ed918d0,1,credit_card,2,747.63
d83beaad3919722a993f71dc0c3e94ac,1,credit_card,1,1469.33
49906e65da95d69e09f4c9bbe4e2ecc4,1,credit_card,1,205.76
c226aaee6aedc7d0aa4f2ef54d7c9ca5,1,credit_card,4,270.15
1b4dceacd7c34f03fbcb576cac9e4a06,1,credit_card,4,1023.78
1af0e0efdf4a6cba4b70939f5e53adf9,1,boleto,1,162.51
7fde6f4b12b4a7aed2b63fa86f106e59,1,voucher,1,852.35
5cfb93de04c382b1fbed60dcbe104f24,1,credit_card,10,1845.5
ce4fb75fdc09ece06c3fb2c6d23ce4d9,1,credit_card,3,51.22
6d41fccac46ed05bd0086f5c375ddd70,1,credit_card,1,280.03
6d41fccac46ed05bd0086f5c375ddd70,2,credit_card,3,280.03
6d41fccac46ed05bd0086f5c375ddd70,3,boleto,1,280.03
88efbecb238a5e16edbe2e5c41f89af8,1,credit_card,1,116.66
a6c45fe4e498036cc0b6717c750b3a5f,1,credit_card,3,326.2
aa67ba64e663ad713eceee64273d7ce7,1,credit_card,8,65.16
0ce840f7d69d04afe650dbe74c9f90fa,1,credit_card,1,510.72
0ce840f7d69d04afe650dbe74c9f90fa,2,boleto,1,510.72
0ce840f7d69d04afe650dbe74c9f90fa,3,credit_card,6,510.72
675ec3c9f58cc06beba2bfaa776c9529,1,credit_card,10,348.63
70bffbded7bbe2d4c5cd1dfef95569ad,1,credit_card,1,531.03
bb642bd1fbf8cc2a9edd012304a8dd67,1,credit_card,1,243.08
b91618faa603ebfd1e97fcb5fefae125,1,credit_card,2,567.17
12dd5ffec92b8fc17e4e0c5b6291c35c,1,credit_card,10,1291.68
779ea36ba3d7d427144c01fd46fcbe34,1,credit_card,8,85.14
c5c030bda2772bbb605cdfc5bc9c8ff5,1,credit_card,4,953.39
23e565a1b33fcb101aecccf1e94afeb6,1,credit_card,4,175.78
2eddcaaccbb4e49af147d9df419ff5ba,1,credit_card,2,331.6
9dcba757bff31f8b8edaac0a6b2c745b,1,credit_card,1,769.71
d5bd5feb185ecab81f8bc65b05ce9de4,1,credit_card,1,1069.78
cba7f1a7edfc50cf6e9bd7b73ccbe6a4,1,credit_card,1,533.69
6a404b9e1fda8e24c26bfb7b26d5372e,1,boleto,1,221.4
e19beabaff3adc455c448f9e6a951b2f,1,credit_card,1,357.36
77bfdd88cdf64d012aaa0b493cbc3def,1,credit_card,10,247.69
fd887af152abfbc8fed3ffdde0a305ca,1,credit_card,2,269.15
fd887af152abfbc8fed3ffdde0a305ca,2,credit_card,2,269.15
57dafc2e6985de3c31baf5127c043eaf,1,boleto,1,30.12
57dafc2e6985de3c31baf5127c043eaf,2,credit_card,1,30.11
ed81b7164f75da7b97c779cf75f394ca,1,debit_card,1,58.08
aacf1accbc7af0b6cd42ccbfb32afb25,1,credit_card,1,700.35
1a3ce8cc790917cb99b9ec6b56fe9119,1,credit_card,4,357.13
25feeede3b2147b7cf7da1dc28885881,1,voucher,1,144.23
1977814cfa8dd5f3ea794dd82b8a8458,1,credit_card,4,49.43
1977814cfa8dd5f3ea794dd82b8a8458,2,credit_card,1,49.42
bb1dbfb38c694fd03dc8b0c8dfe4a551,1,credit_card,3,146.18
bbddcb6b35d081ede544f42f8b50a3ad,1,credit_card,1,65.83
bbddcb6b35d081ede544f42f8b50a3ad,2,voucher,1,65.83
c2f92e78ef5dcc8a5fad4a4893bb1dca,1,credit_card,1,87.86
f6a339ecf0fbd28fef9e66fc213467e8,1,voucher,1,394.75
709b6d13ebddebc3a83c130afdbcb297,1,credit_card,1,997.24
3fd0b12fb8bdae204eded7f952af8bc7,1,credit_card,1,158.43
3fd0b12fb8bdae204eded7f952af8bc7,2,credit_card,1,158.43
3fd0b12fb8bdae204eded7f952af8bc7,3,credit_card,1,158.42
fe8a6b6c6495e4c5ec23c10cafb4a8cf,1,credit_card,1,129.26
fe8a6b6c6495e4c5ec23c10cafb4a8cf,2,credit_card,1,129.27
